Id,MSZoning,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Foundation,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,CentralAir,KitchenQual,SalePrice
858,RL,6259,Powai,Duplex,2Story,6,4,1971,1989,CBlock,1173.0,2298,5,2303,3,1,2,6,0,0.0,,N,Y,Fa,10562652
859,C,7783,Koramangala,Apartment,SplitLevel,7,5,2018,2024,PConc,610.0,656,331,987,2,0,5,9,0,1.0,109.0,Y,Y,Fa,9008008
860,C,5678,Sector17,1Fam,1Story,4,4,1978,1986,PConc,539.0,814,365,1179,2,0,2,6,2,0.0,45.0,Y,Y,Gd,9107154
861,RL,7501,Bandra,1Fam,1Story,5,8,1997,2004,CBlock,731.0,1304,309,1613,1,1,4,6,1,0.0,102.0,Y,Y,Gd,12885729
862,RL,5376,Malad,1Fam,1Story,8,5,2000,2019,CBlock,,920,151,1071,1,1,3,5,1,0.0,18.0,Y,Y,TA,8604636
863,RM,9368,Viman Nagar,1Fam,1Story,8,7,2003,2003,PConc,503.0,485,213,698,2,0,2,6,0,3.0,663.0,Y,Y,TA,10096651
864,RL,5820,Koramangala,1Fam,2Story,4,9,1984,1987,CBlock,1013.0,2043,103,2146,2,0,5,9,2,1.0,212.0,N,Y,TA,11510031
865,RL,8322,Whitefield,Apartment,2Story,9,7,2017,2024,BrkTil,337.0,468,132,600,3,0,2,6,1,3.0,635.0,N,Y,Ex,15346372
866,RL,4470,Powai,Duplex,2Story,6,8,1994,1995,CBlock,758.0,1013,385,1398,2,1,2,6,1,3.0,622.0,Y,Y,Ex,14370876
867,RL,8562,Viman Nagar,Apartment,2Story,4,4,2005,2020,PConc,1417.0,1629,350,1979,3,1,5,10,1,1.0,174.0,Y,Y,Gd,14072543
868,RL,5067,Powai,Apartment,1Story,8,7,1977,1979,PConc,,1692,41,1733,1,1,3,5,1,0.0,0.0,Y,Y,Ex,14269060
869,RL,7522,Andheri,1Fam,SplitLevel,3,4,1978,1985,PConc,634.0,1261,145,1406,3,1,5,9,0,3.0,659.0,Y,N,TA,8608472
870,RM,9046,Koramangala,1Fam,2Story,5,7,2006,2011,PConc,731.0,546,505,1051,2,0,4,8,1,3.0,597.0,Y,Y,Gd,11576795
871,RL,6600,Andheri,1Fam,1Story,4,7,2017,2024,PConc,989.0,1179,592,1771,3,1,3,8,1,2.0,392.0,Y,N,TA,10309522
872,RL,4941,Saket,1Fam,1Story,9,4,2014,2024,PConc,,812,293,1105,3,1,2,6,2,1.0,191.0,N,N,Ex,10862298
873,FV,7993,Andheri,1Fam,2Story,8,6,2008,2014,PConc,952.0,1138,594,1732,1,1,5,8,2,3.0,615.0,Y,N,TA,10112725
874,RM,5318,Saket,1Fam,1Story,6,7,2001,2013,PConc,1000.0,1419,251,1670,3,1,4,8,0,1.0,140.0,N,Y,TA,10347042
875,RL,6191,Saket,1Fam,2Story,10,5,2021,2024,PConc,899.0,1529,146,1675,2,1,5,9,0,,190.0,Y,Y,Gd,10896120
876,RL,7530,Viman Nagar,1Fam,1Story,8,9,1986,1990,PConc,635.0,1107,172,1279,3,0,3,7,0,3.0,615.0,Y,Y,Gd,11348857
877,RL,9721,Powai,1Fam,2Story,6,8,2004,2023,PConc,1463.0,2603,14,2617,3,1,4,9,0,1.0,136.0,Y,Y,TA,15063011
878,RL,7053,Whitefield,1Fam,2Story,4,6,2006,2023,PConc,725.0,1131,648,1779,3,0,2,7,1,0.0,10.0,N,N,TA,11090054
879,FV,7045,Andheri,1Fam,2Story,6,4,1988,2002,PConc,,1368,92,1460,2,1,3,7,2,3.0,555.0,Y,Y,Ex,11824131
880,RM,8475,Koramangala,1Fam,SplitLevel,7,6,2013,2024,BrkTil,811.0,1529,203,1732,3,1,4,8,1,3.0,615.0,Y,N,TA,10340990
881,FV,7100,Saket,Duplex,SplitLevel,7,3,1998,1999,CBlock,506.0,825,387,1212,2,1,3,6,1,3.0,,Y,Y,Fa,7184841
882,C,8271,Powai,1Fam,2Story,7,3,1976,1985,PConc,,1219,187,1406,3,1,2,6,1,2.0,393.0,Y,Y,TA,10421280
883,RL,9157,Bandra,Apartment,1Story,9,7,1997,2009,BrkTil,1983.0,1542,1253,2795,1,0,4,7,2,2.0,346.0,N,Y,TA,17530389
884,RM,6344,Malad,1Fam,1Story,9,7,1978,1995,PConc,882.0,1087,129,1216,1,0,5,8,0,2.0,411.0,Y,Y,Gd,9054417
885,C,2000,Viman Nagar,1Fam,1Story,3,5,1997,2011,CBlock,932.0,1195,366,1561,1,1,5,7,0,2.0,423.0,N,Y,Gd,12331342
886,RL,5364,Whitefield,1Fam,1Story,9,9,1975,1986,PConc,661.0,885,486,1371,2,0,2,5,2,3.0,553.0,Y,Y,TA,10800444
887,RL,9417,Indiranagar,1Fam,SplitLevel,10,8,1998,2012,CBlock,750.0,894,186,1080,2,0,4,8,2,0.0,0.0,Y,Y,TA,11657353
888,RL,6932,Viman Nagar,1Fam,SplitLevel,4,6,1986,1998,PConc,1230.0,1485,325,1810,2,1,2,6,0,1.0,153.0,Y,Y,Gd,11614569
889,RL,6321,Bandra,Duplex,1Story,8,3,1985,2002,PConc,806.0,978,640,1618,3,0,2,7,1,1.0,197.0,Y,Y,Fa,11896160
890,RM,9333,Malad,1Fam,1Story,8,7,1992,2006,PConc,1564.0,1058,997,2055,2,0,3,7,0,3.0,577.0,N,Y,Gd,11799313
891,RM,6797,Bandra,1Fam,1Story,3,8,2000,2010,BrkTil,885.0,1437,568,2005,2,1,5,8,2,0.0,,Y,Y,Fa,12509142
892,FV,2814,Andheri,1Fam,1Story,9,6,1972,1990,PConc,1625.0,1608,442,2050,2,1,2,5,0,1.0,225.0,Y,Y,TA,11096430
893,RM,3989,Saket,1Fam,1Story,10,7,1990,1992,PConc,848.0,1069,71,1140,2,0,3,7,0,0.0,5.0,Y,Y,TA,8292602
894,C,7837,Whitefield,Duplex,2Story,6,7,1995,2001,PConc,1296.0,1851,69,1920,1,1,2,5,0,3.0,512.0,Y,Y,TA,12526120
895,RL,6866,Sector17,Duplex,2Story,3,3,2005,2018,CBlock,1498.0,1476,456,1932,3,1,2,7,2,2.0,431.0,Y,Y,TA,12737948
896,RL,9909,Saket,1Fam,SplitLevel,10,3,2011,2024,PConc,,954,135,1089,1,1,2,4,2,0.0,98.0,Y,Y,Ex,11491941
897,FV,5533,Sector17,1Fam,1Story,6,7,2006,2018,CBlock,685.0,1036,404,1440,3,0,5,9,0,1.0,243.0,N,Y,Ex,12785185
898,RM,6380,Malad,1Fam,1Story,10,4,2022,2024,PConc,502.0,760,111,871,3,1,4,9,0,1.0,167.0,Y,Y,TA,10402854
899,RM,5230,Powai,1Fam,SplitLevel,6,7,1991,1999,CBlock,828.0,1165,769,1934,1,1,5,8,1,1.0,193.0,Y,Y,Fa,11182009
900,RL,5958,Indiranagar,1Fam,1Story,5,8,2011,2011,PConc,1073.0,1324,608,1932,2,0,3,7,1,2.0,422.0,N,Y,TA,13744688
901,RM,3216,Koramangala,1Fam,1Story,10,7,1981,1999,PConc,1612.0,1891,424,2315,1,0,4,7,0,0.0,69.0,Y,Y,Gd,14861119
902,C,6228,Saket,1Fam,1Story,8,5,2011,2021,BrkTil,823.0,755,730,1485,3,0,3,8,2,0.0,0.0,Y,Y,Gd,10879806
903,RL,6896,Whitefield,1Fam,2Story,7,9,1982,2000,CBlock,971.0,1571,254,1825,3,0,2,7,1,1.0,176.0,Y,Y,TA,13877260
904,RM,6727,Bandra,1Fam,2Story,9,5,1980,1997,BrkTil,1335.0,1920,173,2093,2,0,4,7,0,0.0,0.0,Y,Y,TA,13114196
905,RL,11299,Whitefield,1Fam,SplitLevel,6,5,1985,1996,CBlock,915.0,855,368,1223,1,1,3,5,1,1.0,193.0,Y,Y,Fa,9063773
906,RL,10666,Malad,1Fam,1Story,5,4,1977,1977,PConc,480.0,830,317,1147,3,0,2,6,1,0.0,39.0,Y,N,Gd,8261549
907,RM,5498,Sector17,1Fam,2Story,10,4,2009,2024,CBlock,686.0,1145,93,1238,1,1,3,6,1,2.0,413.0,N,Y,Gd,11701237
908,RL,2912,Bandra,1Fam,2Story,8,7,2009,2024,CBlock,660.0,1265,160,1425,2,0,3,7,2,2.0,330.0,Y,Y,Gd,16599229
909,RL,6801,Koramangala,1Fam,1Story,7,5,2014,2024,PConc,789.0,749,415,1164,2,1,5,9,0,3.0,567.0,Y,Y,TA,11399287
910,RM,7753,Koramangala,1Fam,SplitLevel,6,4,1971,1975,PConc,557.0,834,426,1260,3,1,2,6,2,3.0,568.0,Y,Y,Gd,10814565
911,RM,5279,Saket,1Fam,2Story,10,3,1999,2001,PConc,,1712,328,2040,2,0,5,9,2,3.0,489.0,N,N,Gd,10606722
912,RL,5378,Malad,Duplex,SplitLevel,10,7,1999,2000,PConc,,1212,339,1551,3,0,4,8,1,0.0,46.0,N,Y,Gd,11154166
913,FV,10165,Powai,1Fam,SplitLevel,6,8,1981,1983,PConc,840.0,1018,735,1753,3,0,2,7,0,2.0,406.0,Y,N,TA,9475980
914,RL,6484,Malad,Duplex,1Story,3,9,1979,1986,BrkTil,1025.0,867,457,1324,2,0,5,9,1,2.0,372.0,Y,Y,Ex,10646091
915,FV,8324,Sector17,1Fam,2Story,3,6,2013,2024,CBlock,525.0,1226,65,1291,2,0,5,9,2,2.0,445.0,Y,Y,Gd,10551385
916,RM,5139,Whitefield,Duplex,1Story,8,7,1980,1985,CBlock,1001.0,1470,272,1742,1,0,4,6,2,,215.0,Y,Y,Ex,16199403
917,RL,6886,Koramangala,1Fam,2Story,7,6,1984,1996,PConc,679.0,1651,12,1663,1,1,3,5,0,0.0,0.0,Y,N,Fa,8181290
918,RL,6327,Whitefield,Apartment,2Story,6,5,1985,2000,PConc,1179.0,1756,232,1988,3,1,3,7,2,0.0,30.0,Y,Y,Ex,15108773
919,RL,5649,Whitefield,Duplex,2Story,8,9,1986,2001,CBlock,1350.0,2184,66,2250,1,1,3,6,2,,668.0,Y,Y,TA,14229935
920,RL,9310,Whitefield,1Fam,1Story,8,6,1995,1997,CBlock,662.0,762,492,1254,3,1,4,8,0,1.0,193.0,Y,Y,TA,10865244
921,RM,4222,Koramangala,1Fam,2Story,4,5,1971,1983,CBlock,919.0,1798,232,2030,2,1,5,9,1,1.0,196.0,Y,Y,TA,11265382
922,RL,7600,Viman Nagar,1Fam,1Story,10,3,2019,2024,BrkTil,583.0,540,520,1060,2,0,2,6,0,2.0,,Y,Y,TA,11177828
923,RL,6289,Andheri,Apartment,1Story,9,6,1981,1988,PConc,1763.0,2202,434,2636,1,0,4,6,2,3.0,539.0,Y,Y,Gd,13856027
924,RM,7829,Sector17,1Fam,2Story,10,9,2020,2024,PConc,859.0,885,321,1206,3,1,3,7,0,0.0,7.0,Y,Y,Gd,11884347
925,RL,6316,Viman Nagar,1Fam,1Story,3,7,1995,2002,PConc,1190.0,1309,636,1945,3,1,3,8,1,1.0,155.0,Y,Y,Gd,12909995
926,RL,8734,Sector17,1Fam,1Story,7,5,1992,2000,PConc,671.0,983,73,1056,1,0,2,5,2,2.0,399.0,N,N,TA,8491098
927,RL,5120,Bandra,1Fam,1Story,10,7,1987,1987,PConc,731.0,1412,111,1523,3,0,4,9,1,0.0,8.0,Y,Y,Fa,10581673
928,RM,9315,Malad,1Fam,1Story,6,9,2001,2006,BrkTil,1221.0,1212,1160,2372,3,0,3,8,1,2.0,426.0,Y,N,Fa,8378282
929,RM,6942,Malad,1Fam,1Story,8,4,2018,2024,BrkTil,553.0,958,233,1191,2,0,4,7,0,0.0,28.0,Y,Y,TA,10064796
930,RM,4342,Indiranagar,1Fam,2Story,6,5,2007,2017,BrkTil,1350.0,1847,855,2702,3,1,5,9,1,2.0,353.0,Y,Y,Fa,13388391
931,RL,8360,Malad,1Fam,2Story,4,6,2016,2024,BrkTil,782.0,1130,467,1597,3,1,4,8,0,0.0,9.0,Y,N,Fa,7472667
932,RL,6602,Koramangala,Duplex,1Story,7,5,1972,1984,BrkTil,1268.0,1911,176,2087,3,0,5,10,0,3.0,647.0,Y,N,TA,10959614
933,RL,3584,Powai,Duplex,1Story,8,7,2007,2017,BrkTil,1125.0,1179,622,1801,1,0,2,5,1,,0.0,Y,Y,Gd,14409352
934,RL,7664,Saket,1Fam,1Story,6,3,1972,1989,CBlock,1422.0,1775,53,1828,1,1,5,8,0,0.0,87.0,Y,Y,Gd,9345299
935,RL,9013,Indiranagar,Apartment,2Story,3,5,1999,2013,PConc,423.0,522,364,886,1,1,5,7,0,0.0,0.0,Y,Y,Fa,9093444
936,RL,9564,Saket,1Fam,1Story,9,6,1970,1970,PConc,895.0,1133,230,1363,3,1,2,7,1,2.0,481.0,Y,Y,TA,8279766
937,RL,6243,Sector17,1Fam,1Story,4,4,1999,2005,PConc,1597.0,1836,361,2197,3,0,3,8,2,1.0,152.0,N,Y,TA,11355460
938,C,7290,Saket,Duplex,1Story,7,8,2014,2024,PConc,890.0,893,534,1427,1,1,2,4,0,0.0,0.0,Y,Y,Ex,14096024
939,RL,7101,Saket,Duplex,1Story,4,3,2001,2012,CBlock,837.0,1105,564,1669,1,0,4,6,0,0.0,0.0,Y,N,Ex,10392767
940,RL,9979,Indiranagar,Apartment,2Story,3,4,1997,2014,PConc,417.0,757,69,826,3,0,2,7,1,3.0,531.0,N,Y,Gd,12141510
941,FV,5379,Bandra,1Fam,1Story,7,5,1990,2008,PConc,553.0,1172,159,1331,3,0,4,8,0,0.0,34.0,Y,Y,Ex,17691780
942,RL,6070,Whitefield,1Fam,1Story,4,7,2015,2024,PConc,1128.0,1436,725,2161,2,1,3,7,1,3.0,637.0,Y,Y,Fa,12585814
943,RL,5330,Malad,1Fam,1Story,5,9,1982,1989,PConc,668.0,734,224,958,1,1,4,6,2,0.0,30.0,Y,Y,Gd,9194956
944,FV,4101,Malad,1Fam,SplitLevel,3,7,1996,2014,PConc,,1039,919,1958,3,0,2,7,2,2.0,387.0,Y,Y,TA,10414089
945,FV,7495,Koramangala,1Fam,2Story,3,6,2005,2014,PConc,823.0,1020,668,1688,1,1,2,4,1,1.0,164.0,Y,N,Ex,12945500
946,RL,10202,Indiranagar,1Fam,1Story,3,7,1976,1982,PConc,1011.0,1100,382,1482,1,0,3,5,2,1.0,254.0,Y,Y,Ex,13578468
947,RM,6603,Koramangala,1Fam,1Story,5,3,1991,2008,PConc,1041.0,792,668,1460,1,1,2,4,1,1.0,,Y,Y,Gd,12290500
948,RL,5236,Powai,1Fam,SplitLevel,5,7,1979,1994,CBlock,788.0,1247,107,1354,2,0,3,6,0,2.0,362.0,Y,N,Fa,8888029
949,RM,7373,Powai,1Fam,1Story,6,6,2008,2024,PConc,950.0,1201,198,1399,3,0,3,8,2,3.0,,Y,Y,TA,13526244
950,FV,8178,Koramangala,1Fam,SplitLevel,8,8,2022,2024,CBlock,1145.0,2005,59,2064,3,1,2,7,0,1.0,116.0,Y,N,TA,11556090
951,RL,6687,Indiranagar,1Fam,1Story,9,5,1984,1992,PConc,641.0,1171,212,1383,1,1,5,7,0,2.0,405.0,Y,Y,Fa,11323792
952,C,9807,Koramangala,1Fam,1Story,4,9,1984,1996,PConc,1399.0,2428,75,2503,3,0,4,9,1,2.0,432.0,Y,Y,Fa,10331862
953,RM,5375,Malad,1Fam,2Story,6,5,1973,1980,CBlock,1105.0,1359,390,1749,2,1,5,8,2,0.0,0.0,Y,Y,Gd,9834503
954,RL,6426,Viman Nagar,Apartment,2Story,4,7,2001,2016,PConc,1021.0,1048,263,1311,1,0,3,5,2,3.0,635.0,Y,N,Gd,10490343
955,RM,7591,Andheri,1Fam,SplitLevel,9,4,1992,2004,PConc,891.0,2061,25,2086,2,0,4,8,0,,440.0,Y,N,Gd,11350462
956,RL,7785,Saket,Apartment,2Story,8,5,1975,1987,BrkTil,1152.0,1569,342,1911,2,0,5,9,0,3.0,613.0,Y,Y,Ex,10959016
957,RL,7094,Andheri,1Fam,1Story,5,8,1993,2009,CBlock,410.0,397,375,772,3,0,2,7,1,1.0,288.0,Y,Y,Gd,9424459
958,FV,4443,Indiranagar,1Fam,2Story,8,7,1989,2008,PConc,652.0,932,150,1082,3,0,5,10,2,1.0,267.0,Y,N,Gd,11807617
959,RL,11676,Andheri,1Fam,2Story,5,9,2006,2010,BrkTil,631.0,1469,73,1542,2,0,4,8,1,1.0,231.0,Y,Y,Ex,12604020
960,RL,6528,Powai,1Fam,2Story,9,6,1989,2005,BrkTil,424.0,725,83,808,3,0,4,9,1,0.0,17.0,N,Y,TA,10187516
961,C,7220,Sector17,1Fam,1Story,8,8,1981,1989,PConc,,2094,551,2645,2,0,4,8,1,0.0,,Y,Y,TA,11434763
962,FV,8233,Saket,1Fam,1Story,6,7,2002,2003,CBlock,1249.0,1680,331,2011,2,1,4,7,2,3.0,567.0,Y,N,Gd,10281716
963,C,5726,Whitefield,1Fam,1Story,7,8,1997,2014,CBlock,924.0,1585,8,1593,1,1,5,8,1,3.0,639.0,Y,Y,TA,13486350
964,RL,7113,Indiranagar,1Fam,2Story,6,5,1977,1985,PConc,734.0,778,650,1428,2,0,2,5,2,0.0,0.0,Y,Y,TA,11021609
965,RL,5645,Saket,Duplex,1Story,4,9,1970,1975,CBlock,674.0,1083,217,1300,2,0,2,6,1,,349.0,N,N,Gd,7001815
966,RL,7831,Andheri,1Fam,1Story,6,6,2006,2016,PConc,341.0,395,222,617,3,0,4,9,0,3.0,559.0,N,Y,TA,9161358
967,RL,6447,Powai,1Fam,2Story,9,7,1991,1996,CBlock,538.0,601,132,733,1,1,2,4,1,3.0,,Y,Y,Gd,10385406
968,FV,7537,Bandra,Duplex,1Story,3,3,1975,1980,CBlock,2006.0,2049,501,2550,3,0,5,9,1,1.0,287.0,Y,Y,Ex,17369805
969,RM,4906,Viman Nagar,Duplex,2Story,4,6,1990,2002,PConc,1373.0,1376,1010,2386,1,0,2,4,2,3.0,642.0,N,N,Gd,12875810
970,RL,5342,Whitefield,Apartment,SplitLevel,8,3,2001,2011,BrkTil,,791,521,1312,3,0,3,7,0,,601.0,N,Y,Gd,13494364
971,RL,4269,Viman Nagar,1Fam,1Story,4,8,2004,2017,CBlock,1516.0,1664,389,2053,2,1,2,6,0,2.0,420.0,Y,Y,Ex,15369573
972,FV,5578,Saket,Duplex,1Story,7,4,1984,1985,BrkTil,1057.0,1045,808,1853,1,1,4,7,2,3.0,626.0,Y,Y,Gd,9598710
973,C,2000,Powai,Apartment,1Story,5,6,1974,1981,PConc,1186.0,1209,703,1912,1,1,2,4,2,2.0,,Y,Y,Fa,9383540
974,RL,6385,Powai,1Fam,2Story,8,8,2015,2017,PConc,436.0,813,74,887,1,0,2,4,0,1.0,141.0,Y,N,TA,10158203
975,RM,5931,Andheri,1Fam,2Story,10,3,2019,2021,CBlock,484.0,461,234,695,1,0,2,5,2,0.0,52.0,Y,Y,TA,9936964
976,RL,7301,Malad,Apartment,1Story,4,5,2017,2017,PConc,1342.0,1630,561,2191,3,1,2,7,0,1.0,132.0,N,Y,TA,11583723
977,RM,7089,Andheri,Apartment,1Story,8,5,1975,1993,PConc,441.0,592,18,610,3,0,3,7,1,2.0,399.0,N,Y,TA,7891525
978,RM,9514,Malad,1Fam,2Story,8,4,1994,2011,CBlock,1086.0,935,590,1525,1,1,5,8,1,2.0,363.0,Y,Y,Ex,12699665
979,RM,12188,Malad,1Fam,1Story,8,6,2015,2024,PConc,688.0,983,433,1416,1,1,4,7,0,3.0,611.0,Y,N,Fa,7797419
980,RL,9275,Whitefield,Duplex,2Story,5,6,2009,2024,PConc,939.0,1099,270,1369,1,0,4,6,0,3.0,587.0,Y,Y,TA,12644901
981,RL,6093,Andheri,1Fam,2Story,10,6,1998,2010,PConc,1265.0,1542,215,1757,3,0,2,6,1,,26.0,Y,Y,Gd,13353937
982,RL,6013,Bandra,1Fam,2Story,9,8,1976,1978,PConc,,1198,63,1261,1,0,5,7,1,2.0,284.0,Y,Y,TA,11388476
983,FV,8737,Koramangala,Apartment,SplitLevel,6,9,2009,2009,PConc,842.0,1721,76,1797,1,0,2,4,0,2.0,456.0,Y,Y,TA,11357127
984,FV,3633,Koramangala,Duplex,1Story,8,9,1982,1985,PConc,669.0,1483,187,1670,1,1,3,6,2,1.0,236.0,Y,Y,Ex,12950147
985,C,6369,Andheri,Apartment,1Story,3,4,2007,2019,PConc,1537.0,1626,1023,2649,3,1,5,9,2,0.0,50.0,Y,N,Gd,13554470
986,FV,6523,Andheri,1Fam,2Story,9,6,1987,2003,CBlock,490.0,464,443,907,2,1,5,9,0,1.0,244.0,Y,Y,Ex,12861305
987,RM,8168,Viman Nagar,1Fam,1Story,7,8,1971,1981,PConc,1003.0,1116,498,1614,2,1,5,9,2,3.0,615.0,N,Y,TA,11105728
988,RL,8227,Whitefield,Apartment,2Story,5,5,1977,1978,CBlock,862.0,1035,780,1815,3,1,5,10,1,3.0,567.0,Y,Y,Ex,14387623
989,RM,5510,Andheri,1Fam,SplitLevel,4,3,1980,1995,PConc,1094.0,1257,214,1471,2,1,2,6,1,1.0,221.0,Y,N,Gd,8904427
990,RL,6171,Viman Nagar,Duplex,SplitLevel,5,8,2002,2003,CBlock,468.0,773,158,931,1,0,3,5,2,,614.0,Y,Y,Ex,11613085
991,RL,7890,Malad,1Fam,2Story,4,9,2007,2024,BrkTil,1092.0,1162,1066,2228,1,1,5,8,0,1.0,243.0,N,Y,TA,11462774
992,RL,5402,Powai,1Fam,SplitLevel,5,9,2017,2024,CBlock,1047.0,1623,145,1768,3,0,4,8,1,,431.0,Y,Y,Fa,10981111
993,RL,9412,Powai,1Fam,1Story,4,5,1996,2011,CBlock,579.0,603,363,966,3,0,4,9,1,2.0,404.0,Y,Y,TA,11073661
994,RM,8218,Malad,1Fam,1Story,8,5,1989,2007,PConc,884.0,1302,517,1819,2,1,3,6,1,3.0,621.0,Y,Y,Ex,12742291
995,RL,7343,Indiranagar,1Fam,1Story,6,3,1981,1989,PConc,1246.0,2043,407,2450,2,1,4,8,2,0.0,26.0,Y,N,TA,13415199
996,RL,7781,Viman Nagar,1Fam,1Story,4,5,2012,2012,BrkTil,739.0,1129,452,1581,1,0,2,5,0,2.0,454.0,Y,Y,TA,10978899
997,RM,6066,Viman Nagar,1Fam,1Story,10,4,2000,2009,CBlock,,1151,447,1598,3,0,2,6,2,3.0,686.0,Y,Y,TA,13431334
998,RM,5747,Malad,1Fam,SplitLevel,4,3,1996,2014,CBlock,1687.0,1270,1114,2384,2,1,3,6,0,0.0,29.0,Y,Y,TA,11806883
999,RL,6150,Bandra,Duplex,2Story,3,5,2001,2001,BrkTil,651.0,780,334,1114,2,1,5,8,0,3.0,626.0,N,Y,Gd,13609022
1000,RL,7999,Sector17,1Fam,2Story,4,7,1979,1980,PConc,1688.0,2173,290,2463,1,0,4,6,2,1.0,188.0,Y,Y,Ex,13561452
1001,RL,7402,Saket,Duplex,1Story,3,8,1972,1987,CBlock,1448.0,1997,89,2086,1,1,4,7,1,3.0,582.0,Y,Y,Ex,11213280
1002,RM,6154,Malad,1Fam,1Story,7,5,2014,2024,PConc,517.0,803,334,1137,1,1,3,6,0,1.0,163.0,Y,Y,Fa,8537543
1003,RM,8499,Andheri,1Fam,SplitLevel,8,4,1996,2003,CBlock,994.0,900,365,1265,1,1,3,6,2,2.0,240.0,N,Y,TA,11149569
1004,RL,6652,Andheri,1Fam,2Story,3,6,2004,2021,PConc,973.0,1138,199,1337,2,1,4,8,1,2.0,358.0,Y,Y,TA,9487473
1005,FV,5613,Whitefield,Duplex,2Story,6,5,2000,2001,BrkTil,329.0,663,20,683,3,1,5,10,0,3.0,,Y,Y,TA,10708701
1006,RL,7508,Malad,1Fam,SplitLevel,9,9,1984,1996,CBlock,820.0,1096,634,1730,3,0,3,7,0,,0.0,Y,Y,TA,10324147
1007,RL,4973,Whitefield,1Fam,2Story,8,9,1985,1990,PConc,522.0,835,325,1160,1,1,2,4,1,3.0,622.0,Y,Y,Gd,12030519
1008,RL,3625,Malad,1Fam,2Story,3,9,1982,1987,CBlock,795.0,1569,179,1748,1,1,4,7,0,3.0,559.0,Y,Y,Ex,11797211
1009,RL,6989,Viman Nagar,Apartment,1Story,8,6,2018,2024,CBlock,667.0,767,187,954,2,0,3,6,2,2.0,361.0,N,N,Fa,8536950
1010,FV,5685,Saket,Apartment,1Story,10,9,2004,2019,PConc,1211.0,1144,917,2061,1,0,3,6,0,2.0,294.0,Y,Y,Fa,10176582
1011,RL,6491,Viman Nagar,1Fam,2Story,8,7,2021,2024,PConc,1403.0,1601,367,1968,3,1,3,8,0,3.0,623.0,Y,Y,TA,13503941
1012,RL,5066,Sector17,1Fam,1Story,8,5,1980,1986,PConc,871.0,739,508,1247,1,1,4,6,1,,355.0,Y,N,TA,7532477
1013,RL,9417,Powai,Apartment,2Story,7,9,1990,1999,PConc,1141.0,1343,436,1779,3,0,2,7,2,1.0,164.0,Y,Y,Gd,12705709
1014,RL,5677,Koramangala,1Fam,1Story,6,3,2020,2024,CBlock,1106.0,1254,387,1641,1,1,2,4,1,3.0,628.0,N,Y,Ex,15452886
1015,RL,6136,Malad,1Fam,1Story,5,6,1980,1999,PConc,953.0,2196,145,2341,1,1,4,7,2,2.0,355.0,Y,Y,Gd,12239074
1016,RL,7755,Sector17,1Fam,1Story,5,7,1999,2016,PConc,568.0,791,292,1083,3,1,3,7,1,3.0,619.0,Y,Y,TA,10104330
1017,RL,4246,Powai,Apartment,1Story,3,3,2017,2024,CBlock,997.0,974,549,1523,2,0,4,8,0,2.0,339.0,Y,Y,TA,12502635
1018,RL,4098,Indiranagar,Duplex,SplitLevel,8,3,2022,2024,BrkTil,516.0,787,492,1279,2,1,4,8,2,1.0,198.0,Y,Y,TA,12511491
1019,RM,7761,Saket,1Fam,1Story,3,3,2004,2018,CBlock,670.0,1520,102,1622,1,1,3,5,2,1.0,169.0,Y,Y,Ex,10744061
1020,RM,6110,Whitefield,1Fam,2Story,7,3,1991,1994,CBlock,1382.0,1092,774,1866,1,0,4,7,0,3.0,586.0,N,Y,Gd,14167861
1021,RL,5197,Whitefield,Apartment,1Story,7,5,2007,2014,PConc,858.0,908,366,1274,3,1,5,10,1,1.0,,Y,N,Fa,9712028
1022,RL,8206,Viman Nagar,1Fam,1Story,4,9,2000,2008,PConc,717.0,841,576,1417,3,1,2,6,2,1.0,118.0,Y,Y,Ex,14515815
1023,C,5376,Andheri,1Fam,1Story,10,8,1983,1995,PConc,1406.0,1846,237,2083,1,1,5,7,0,2.0,471.0,Y,Y,TA,11343775
1024,RL,6450,Powai,1Fam,SplitLevel,7,5,1993,2001,CBlock,1633.0,1679,599,2278,3,1,5,9,0,3.0,554.0,N,Y,TA,13314061
1025,RL,5207,Indiranagar,Duplex,1Story,4,5,2019,2022,PConc,964.0,1247,599,1846,2,0,5,9,2,2.0,443.0,Y,Y,TA,13728585
1026,RM,7606,Sector17,1Fam,2Story,6,7,2018,2024,PConc,634.0,1041,490,1531,2,0,4,7,2,2.0,453.0,Y,Y,Fa,9553660
1027,RM,9664,Saket,Duplex,1Story,3,7,2001,2016,BrkTil,1146.0,1373,110,1483,3,1,3,7,2,0.0,21.0,Y,Y,Gd,9125280
1028,RL,3277,Powai,1Fam,1Story,9,9,2005,2019,PConc,,1455,419,1874,3,1,4,8,0,1.0,139.0,Y,Y,TA,13825656
1029,RL,7225,Indiranagar,1Fam,2Story,6,8,2001,2003,BrkTil,758.0,1471,242,1713,3,1,2,7,1,2.0,413.0,N,Y,Ex,16397507
